fen                                                                   ,line                                                ,depth ,knodes    ,cp      ,mate
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -     ,f8c5 d2d3 d7d6 c3a4 c5b6 c2c3 e8h8 h2h3 h7h6 e1h1   ,   23 ,    31981 ,3.0     ,
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -     ,f8c5 d2d3 d7d6 c3a4 c5b6 c2c3 e8h8 h2h3 h7h6 e1h1   ,   23 ,    31981 ,3.0     ,
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -     ,f8e7 e1h1 e8h8 d2d3 d7d6 a2a4 c6a5 c4a2 a5c6 h2h3   ,   23 ,    31981 ,25.0    ,
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -     ,f8e7 e1h1 e8h8 d2d3 d7d6 a2a4 c6a5 c4a2 a5c6 h2h3   ,   23 ,    31981 ,25.0    ,
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -     ,f8b4 c3d5 e8h8 c2c3 b4e7 d2d3 d7d6 d5e7 c6e7 c1g5   ,   23 ,    31981 ,33.0    ,
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -     ,f8b4 c3d5 e8h8 c2c3 b4e7 d2d3 d7d6 d5e7 c6e7 c1g5   ,   23 ,    31981 ,33.0    ,
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -     ,f8d6 d2d3 h7h6 a2a3 d6c5 c1e3 c5e3 f2e3 d7d6 d1e2   ,   23 ,    31981 ,40.0    ,
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -     ,f8d6 d2d3 h7h6 a2a3 d6c5 c1e3 c5e3 f2e3 d7d6 d1e2   ,   23 ,    31981 ,40.0    ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,b1c3 f6g4 e2e3 d8f6 c3e4 c5b4 c1d2 b4d2 e1d2 f6e5   ,   32 ,    39059 ,-38.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,b1d2 d7d6 e2e3 b8d7 f1e2 d7b6 g1f3 e6e5 e1h1 c8f5   ,   29 ,   100967 ,-46.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,b1c3 d7d6 g1f3 b8d7 e2e3 d7b6 f1e2 e6e5 c3a4 b6a4   ,   29 ,   100967 ,-49.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,b1c3 f6g4 e2e3 d8f6 c3e4 c5b4 c1d2 b4d2 e1d2 f6e5   ,   27 ,   142963 ,-37.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,b1d2 d7d5 g1f3 f6g4 e2e3 d5d4 f3d4 c5d4 a1b1 g4e3   ,   27 ,   142963 ,-38.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,e2e3 f6e4 c1b2 c5b4 e1e2 e8h8 g1f3 d7d5 d1d4 f7f6   ,   27 ,   142963 ,-70.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,b1d2 f6g4 e2e3 d8f6 d2e4 c5b4 c1d2 b4d2 e1e2 f6g6   ,   25 ,   137031 ,-36.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,b1c3 f6g4 e2e3 d8f6 c3e4 c5b4 c1d2 b4d2 e1e2 f6g6   ,   25 ,   137031 ,-46.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,c1a3 c5b4 a3b4 a5b4 g1f3 d7d5 d1d4 e8h8 e2e3 b8d7   ,   25 ,   137031 ,-55.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,e2e3 f6e4 b1d2 c5b4 g1f3 d8f6 a1b1 e4c3 c1b2 c3d1   ,   25 ,   137031 ,-63.0   ,
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR w KQkq -             ,c1b2 f6e4 e2e3 c5b4 e1e2 e8h8 a2a3 b4e7 e2e1 d7d5   ,   25 ,   137031 ,-63.0   ,
8/8/3k4/3B4/2NK4/8/8/8 b - -                                          ,d6d7 d4e5 d7e7 e5f5 e7e8 f5f6 e8f8 c4e5 f8e8 d5f7   ,   51 ,     2466 ,        ,20.0
8/8/3k4/3B4/2NK4/8/8/8 b - -                                          ,d6c7 d4e5 c7d8 e5f6 d8d7 f6f7 d7d8 d5c6 d8c7 c6b5   ,   28 ,     2039 ,20000.0 ,
8/8/3k4/3B4/2NK4/8/8/8 b - -                                          ,d6d7 d4e5 d7e7 c4d2 e7d7 d2e4 d7c7 e5e6 c7b6 e6d6   ,   28 ,     2039 ,20000.0 ,
8/8/3k4/3B4/2NK4/8/8/8 b - -                                          ,d6e7 d4e5 e7e8 e5e6 e8f8 e6f6 f8e8 c4e5 e8f8 e5g6   ,   28 ,     2039 ,        ,32.0
6R1/7K/5k2/8/8/8/8/6r1 b - -                                          ,g1h1                                                ,   99 ,       34 ,        ,-1.0
k1r5/pb6/4q3/3p1p2/3Q1P2/P7/1BP3PP/4KR2 w - -                         ,e1d1 e6g6 f1f2 g6h5 d1d2 h5h2 d4e5 d5d4 e5f5 h2h8   ,   21 ,     1536 ,130.0   ,
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5 b - -                    ,h4f2 f3e4 f2f5 e4d4 f5e5                            ,   99 ,     2430 ,        ,-3.0
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5 b - -                    ,h4f2 f3e4 f2f5 e4d4 f5e5                            ,   24 ,   178115 ,        ,-3.0
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5 b - -                    ,h4f6 g4f4 f6f4 f3f4 d4e5 f4e3 h7h6 c1a3 b7b6 a3a4   ,   24 ,   178115 ,815.0   ,
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5 b - -                    ,h4h3 g4g3 h3f5 f3g2 d4e5 c1e3 e5g3 h2g3 h7h5 e3e8   ,   24 ,   178115 ,825.0   ,
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5 b - -                    ,h4f2 f3e4 f2f5 e4d4 f5e5                            ,   13 ,     7292 ,        ,-3.0
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5 b - -                    ,h4h3 g4g3 h3f5 f3g2 d4e5 c1e3 e5g3 h2g3 c6c5 b1e1   ,   13 ,     7292 ,717.0   ,
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5 b - -                    ,h4f6 g4f4 f6f4 f3f4 d4e5 f4e4 e5h2 e4e3 b7b5 c4b5   ,   13 ,     7292 ,747.0   ,
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5 b - -                    ,h4g4 f3g4 c6c5 c1f1 d4e5 f1f3 e3e2 f3e2 b7b6 e2e4   ,   13 ,     7292 ,792.0   ,
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5 b - -                    ,h4h2 c2d4 h2f2 f3e4 f2a2 e4e3 a2b1 c1b1 g8g7 b1f1   ,   13 ,     7292 ,806.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,g8f6 d2d3 c7c5 g1f3 b8c6 e1h1 f8e7 c1b2 e7d6 b1d2   ,   45 ,  1230260 ,-53.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,b8c6 d2d3 c8e6 g1f3 d8d7 a2a3 e8a8 b3b4 f7f6 b1d2   ,   35 ,   298551 ,-61.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,h7h5 h2h4 g8f6 d2d3 b8c6 g1f3 c8g4 e1h1 d8d7 f3g5   ,   35 ,   298551 ,-53.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,g8f6 d2d3 h7h5 g1f3 b8c6 e1h1 h5h4 f3h4 c8g4 b1d2   ,   35 ,   298551 ,-48.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,b8c6 d2d3 c8e6 a2a3 d8d7 b1d2 e8a8 c1b2 g8f6 b3b4   ,   25 ,    76548 ,-54.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,h7h5 h2h4 b8c6 d2d3 c8f5 c2c3 d8d7 g1f3 a7a5 e1h1   ,   25 ,    76548 ,-52.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,g8f6 d2d3 c7c5 g1f3 b8c6 e1h1 f8e7 c1b2 d8c7 b1c3   ,   25 ,    76548 ,-45.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,c7c5 d2d3 g8f6 g1f3 b8c6 e1h1 f8e7 c1b2 d8c7 b1c3   ,   25 ,    76548 ,-42.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,h7h5 h2h4 b8c6 d2d3 c8f5 c2c3 d8d7 g1f3 g8f6 e1h1   ,   23 ,    41806 ,-51.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,g8f6 d2d3 c7c5 g1f3 b8c6 e1h1 h7h6 b1d2 d8c7 e2e4   ,   23 ,    41806 ,-41.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,b8c6 d2d3 h7h5 g1f3 f8c5 h2h4 g8f6 e1h1 c8g4 c2c3   ,   23 ,    41806 ,-40.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,c7c5 d2d3 g8f6 g1f3 b8c6 e1h1 h7h6 b1d2 c8e6 e2e4   ,   23 ,    41806 ,-39.0   ,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -            ,a7a5 d2d3 g8f6 g1f3 f8b4 c2c3 b4d6 e1h1 e8h8 a2a4   ,   23 ,    41806 ,-27.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,f7b3 c6d7 a5a4 f2g1 b3c2 g1h2 f6e7 d7b5 e7d6 h2h3   ,   57 ,  3664395 ,621.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,h4h3 g2h3 f7b3 c6f3 f6e6 f2e3 a5a4 e3d4 b3c2 f3e2   ,   57 ,  3664395 ,733.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,f7b3 f2g1 f6e7 g1h2 e7d6 c6e8 d6c5 h2h3 c5d6 h3h4   ,   30 ,    85637 ,579.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,f6e7 b2b4 e7d6 c6f3 a5b4 a3b4 f7c4 f2g1 h4h3 g2h3   ,   30 ,    85637 ,634.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,f6e6 b2b4 a5b4 a3b4 e6d6 c6f3 f7c4 f2g1 h4h3 g2h3   ,   30 ,    85637 ,635.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,f7b3 c6d7 a5a4 f2g1 b3c2 g1h2 f6e7 d7c8 c2d3 h2h3   ,   24 ,   111365 ,456.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,f6e7 b2b4 e7d6 c6f3 a5a4 f2g1 f7c4 g1h2 d6e7 h2h3   ,   24 ,   111365 ,600.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,f6e6 b2b4 e6d6 c6f3 a5a4 f2g1 f7e8 g1h2 d6e7 h2h3   ,   24 ,   111365 ,600.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,a5a4 c6a4 f6e7 b2b4 e7d6 a4d1 f7c4 d1f3 d6c7 f2g1   ,   24 ,   111365 ,633.0   ,
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8 b - -                               ,f7h5 b2b4 a5b4 a3b4 f6e7 c6f3 h5e8 f3e2 e7e6 f2g1   ,   24 ,   111365 ,634.0   ,
r1bqk2r/pp2bppp/4pn2/n5B1/2BP4/2N2N2/PP3PPP/R2Q1RK1 b kq -            ,a5c4 d1a4 c8d7 a4c4 a8c8 c4e2 d7c6 f1d1 f6d5 g5e7   ,   20 ,      963 ,-39.0   ,
2kr3r/1ppqn1pp/p1pb1p2/4p3/3PP1b1/2P2N2/PP3PPP/R1BQRNK1 w - -         ,f1e3 g4f3 d1f3 d7e6 d4e5 d6e5 f3g4 e6g4 e3g4 e7g6   ,   28 ,    29994 ,-8.0    ,
8/8/1p3b2/8/4kp2/R7/PP5P/2K5 b - -                                    ,f4f3 c1d2 f6b2 a3a4 b2d4 h2h4 b6b5 a4b4 e4e5 b4b5   ,   21 ,     5153 ,585.0   ,
8/8/1p3b2/8/4kp2/R7/PP5P/2K5 b - -                                    ,b6b5 a3b3 f6h4 c1d1 b5b4 d1d2 h4g3 d2e2 f4f3 e2f1   ,   21 ,     5153 ,585.0   ,
r2qnrk1/bp1b4/p1p1n2p/4Npp1/1p6/P2P2P1/1B1NPPBP/2RQ1RK1 w - -         ,d1b3 d7c8 e2e3 a7b8 d2c4 a6a5 a3b4 a5b4 b3b4 b8c7   ,   21 ,     6697 ,232.0   ,
r4rk1/ppp3bp/n2p1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R b - -              ,g8h8 d1g1 a8e8 g1g3 c7c6 e2h5 e8e7 h5g4 f5g6 g3f3   ,   23 ,    39852 ,81.0    ,
r4rk1/ppp3bp/n2p1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R b - -              ,g8h8 h1g1 a8e8 g1g3 c7c6 e2h5 e8e5 h5g4 f5g6 g3f3   ,   22 ,    62608 ,78.0    ,
r4rk1/ppp3bp/n2p1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R b - -              ,c7c5 d5c6 b7c6 h1g1 g8h8 g1g7 f6g7 d2c1 c6c5 a2a3   ,   22 ,    62608 ,86.0    ,
r4rk1/ppp3bp/n2p1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R b - -              ,c7c5 d5c6 b7c6 h1g1 g8h8 g1g7 f6g7 d2c1 c6c5 a2a3   ,   22 ,    62608 ,86.0    ,
r4rk1/ppp3bp/n2p1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R b - -              ,a8e8 h1g1 g8h8 g1g3 g7h6 g3f3 f6g7 c3b5 f5g6 f3f8   ,   22 ,    62608 ,89.0    ,
r4rk1/ppp3bp/n2p1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R b - -              ,c7c6 h1g1 g8h8 a2a3 a8e8 d5c6 b7c6 g1g7 f6g7 d2c1   ,   22 ,    62608 ,89.0    ,
r4rk1/ppp3bp/n2p1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R b - -              ,a8e8 h1g1 g8h8 g1g3 g7h6 g3f3 f6g7 c3b5 f5g6 f3f8   ,   22 ,    62608 ,89.0    ,
r4rk1/ppp3bp/n2p1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R b - -              ,c7c6 h1g1 g8h8 a2a3 a8e8 d5c6 b7c6 g1g7 f6g7 d2c1   ,   22 ,    62608 ,89.0    ,
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPPn1/2N5/PPP1B1P1/2K2R2 b - -             ,b7b5 f1f3 f8g7 c3d5 h8e8 a2a4 e6d5 e4d5 e7e5 d5e6   ,   31 ,    88501 ,30.0    ,
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPPn1/2N5/PPP1B1P1/2K2R2 b - -             ,g4e3 f1f2 h5h4 d4d3 e3g4 f2f1 c8c5 d3h3 f8g7 f4f5   ,   27 ,   166498 ,32.0    ,
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPPn1/2N5/PPP1B1P1/2K2R2 b - -             ,b7b5 f1f3 e6c4 e2c4 c8c4 d4c4 b5c4 c3d5 f8g7 d5b6   ,   27 ,   166498 ,46.0    ,
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPPn1/2N5/PPP1B1P1/2K2R2 b - -             ,g4e3 f1f2 c8c5 c1d2 e3c4 e2c4 c5c4 d4c4 e6c4 f4f5   ,   26 ,    96888 ,25.0    ,
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPPn1/2N5/PPP1B1P1/2K2R2 b - -             ,b7b5 f1f3 e6c4 e2c4 c8c4 d4c4 b5c4 c3d5 f8g7 f4f5   ,   26 ,    96888 ,26.0    ,
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPPn1/2N5/PPP1B1P1/2K2R2 b - -             ,b7b5 f1f3 e6c4 e2c4 c8c4 d4c4 b5c4 c3d5 f8g7 f4f5   ,   26 ,    96888 ,26.0    ,
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPPn1/2N5/PPP1B1P1/2K2R2 b - -             ,e6d7 c1d2 d7c6 a2a4 f8g7 b2b4 h8e8 b4b5 a6b5 a4b5   ,   26 ,    96888 ,40.0    ,
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPPn1/2N5/PPP1B1P1/2K2R2 b - -             ,e6d7 c1d2 d7c6 a2a4 f8g7 b2b4 h8e8 b4b5 a6b5 a4b5   ,   26 ,    96888 ,40.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 e4e5 c6c5 d4c5 e7e6 g1f3 f8c5 a2a3 f7f6   ,   52 , 11514408 ,28.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 d7d5 g1f3 d5e4 c3e4 g8f6 d1e2 f6e4 e2e4 d8a5   ,   52 , 11514408 ,17.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1c3 d5e4 c3e4 c8f5 e4g3 f5g6 g1f3 b8d7   ,   51 ,  5032874 ,28.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 d7d5 b1c3 d5e4 c3e4 g8f6 e4f6 e7f6 d2d4 f8d6   ,   51 ,  5032874 ,27.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 d7d5 d2d4 d5e4 c3e4 c8f5 e4g3 f5g6 g1f3 b8d7   ,   51 ,  5032874 ,25.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1c3 d5e4 c3e4 c8f5 e4g3 f5g6 h2h4 h7h6   ,   46 ,  5112680 ,35.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 d7d5 d2d4 d5e4 c3e4 c8f5 e4g3 f5g6 g1f3 b8d7   ,   46 ,  5112680 ,26.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 d7d5 d2d3 d5e4 d3e4 d8d1 e1d1 b8d7 b1d2 g8f6   ,   46 ,  5112680 ,25.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d3 d7d5 g1f3 d5e4 d3e4 d8d1 e1d1 b8d7 b1d2 g8f6   ,   46 ,  5112680 ,22.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c3 d7d5 e4e5 c8f5 g1f3 e7e6 d2d4 c6c5 f1e2 b8c6   ,   46 ,  5112680 ,21.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 d7d5 b1c3 c8g4 d2d4 e7e6 f1d3 g8f6 e1h1 f6e4   ,   26 ,    67224 ,33.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 g1f3 b8d7   ,   26 ,    67224 ,29.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 g1f3 b8d7   ,   26 ,    67224 ,29.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 d7d5 g1f3 c8g4 d2d4 e7e6 f1d3 g8f6 e1h1 d5e4   ,   26 ,    67224 ,28.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 d7d5 g1f3 c8g4 d2d4 e7e6 f1d3 g8f6 e1h1 d5e4   ,   26 ,    67224 ,28.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c3 d7d5 e4d5 c6d5 d2d4 b8c6 f1d3 g8f6 c1f4 c8g4   ,   26 ,    67224 ,22.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c3 d7d5 e4d5 c6d5 d2d4 b8c6 f1d3 g8f6 c1f4 c8g4   ,   26 ,    67224 ,22.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d3 d7d5 g1f3 g7g6 e4e5 f8g7 d3d4 f7f6 f1d3 f6e5   ,   26 ,    67224 ,19.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d3 d7d5 g1f3 g7g6 e4e5 f8g7 d3d4 f7f6 f1d3 f6e5   ,   26 ,    67224 ,19.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 d7d5 d2d4 d5e4 c3e4 c8f5 e4g3 f5g6 h2h4 h7h6   ,   19 ,    27279 ,29.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 h2h4 h7h6   ,   19 ,    27279 ,26.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c3 d7d5 e4e5 c6c5 d2d4 b8c6 f1b5 d8a5 b5c6 b7c6   ,   19 ,    27279 ,21.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d3 d7d5 g1f3 d5e4 d3e4 d8d1 e1d1 g7g6 h2h3 g8f6   ,   19 ,    27279 ,21.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 d7d5 b1c3 c8g4 d2d4 e7e6 h2h3 g4f3 d1f3 g8f6   ,   19 ,    27279 ,20.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f2f3 d7d5 d2d4 e7e6 b1c3 f8b4 c1d2 g8e7 a2a3 b4a5   ,   19 ,    27279 ,14.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c4 d7d5 e4d5 c6d5 c4d5 g8f6 f1b5 b8d7 g1f3 a7a6   ,   19 ,    27279 ,12.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f1e2 d7d5 e4e5 c6c5 c2c3 b8c6 d2d4 c5d4 c3d4 c8f5   ,   19 ,    27279 ,11.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,h2h3 d7d5 e4d5 c6d5 d2d4 c8f5 c2c4 g8f6 g1f3 b8c6   ,   19 ,    27279 ,11.0    ,
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,a2a3 d7d5 e4e5 c6c5 c2c3 d5d4 g1f3 b8c6 f1b5 c8d7   ,   19 ,    27279 ,7.0     ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,f4h6 g7g6 d5f4 d8f6 f4g6 f7g6 g3g6 f6g6 h6g6 g8f8   ,   24 ,    11417 ,533.0   ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,f4h6 g7g6 d5f4 d8f6 f4g6 f7g6 g3g6 f6g6 h6g6 g8f8   ,   20 ,     7123 ,508.0   ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,b3c4 g8h8 c4f1 a8c8 c2c3 a5c4 b2b3 e6d5 e4d5 c4e5   ,   20 ,     7123 ,195.0   ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,c2c3 e6d5 b3c2 d5c6 f4h6 g7g6 e4e5 e8e6 c2f5 d8f8   ,   20 ,     7123 ,21.0    ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,f4h6 g7g6 d5f4 d8f6 f4g6 f7g6 g3g6 f6g6 h6g6 g8f8   ,   17 ,     3849 ,761.0   ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,b3c4 g8h8 c4f1 a8c8 c2c3 a5c4 b2b3 c4e5 a2a4 f7f5   ,   17 ,     3849 ,301.0   ,
