fen                                                                   ,line                                                ,depth ,knodes    ,cp      ,mate
8/R7/1p3b2/4k3/5p2/8/PP5P/1K6 w - -                                   ,b1c2 e5e4 c2d2 f6b2 d2e2 f4f3 e2f1 b2f6 a7a4 e4d3   ,   26 ,    42501 ,565.0   ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,c1e3 b8d7 d4c5 d7c5 f3d4 c8d7 d1d2 a7a6 f2f4 h7h5   ,   34 ,   117279 ,80.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,c1e3 b8d7 d4c5 d7c5 f3d4 c8d7 d1d2 g8e7 e1a1 a7a6   ,   28 ,    61792 ,65.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,d4c5 f8c5 f1d3 c8d7 a2a3 a7a6 b2b4 c5a7 c1b2 g8e7   ,   28 ,    61792 ,49.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,c1e3 b8d7 d4c5 d7c5 f3d4 c8d7 f2f4 a7a6 d1f3 g7g6   ,   26 ,    88746 ,64.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,f1d3 c5c4 d3e2 b8c6 h2h4 a7a6 a2a3 c8d7 b2b3 b7b5   ,   26 ,    88746 ,51.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,d4c5 f8c5 f1d3 c8d7 a2a3 a7a6 b2b4 c5a7 c1b2 g8e7   ,   26 ,    88746 ,44.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,c1e3 b8d7 d4c5 d7c5 d1d2 a7a6 f3d4 c8d7 f2f4 a8c8   ,   25 ,    82992 ,55.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,d4c5 f8c5 f1d3 a7a6 e1h1 b8c6 b2b3 b7b5 c3e2 d8c7   ,   25 ,    82992 ,52.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,f1d3 c5c4 d3e2 b8c6 h2h4 a8b8 h4h5 b7b5 a2a3 g8h6   ,   25 ,    82992 ,50.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,c3e2 b8c6 c2c3 d8b6 g2g3 c5d4 c3d4 f8b4 e2c3 g8e7   ,   25 ,    82992 ,49.0    ,
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -         ,a2a3 b8c6 d4c5 f8c5 b2b4 c5e7 f1d3 f7f6 e1h1 f6e5   ,   25 ,    82992 ,47.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1c3 d5e4 c3e4 b8d7 g1f3 g8f6 e4f6 d7f6   ,   59 ,  8788789 ,28.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 c7c5 g1e2 d7d5 d2d4 g8f6 e4d5 e6d5 c1e3 c5d4   ,   49 ,  7812410 ,40.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1c3 g8f6 e4e5 f6d7 f2f4 c7c5 g1f3 b8c6   ,   49 ,  7812410 ,34.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 d7d5 e4d5 e6d5 d2d4 g8f6 f1d3 f8d6 d1e2 d6e7   ,   49 ,  7812410 ,15.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,h2h3 c7c5 b1c3 b8c6 g1f3 d8b6 a2a4 a7a6 g2g3 d7d6   ,   49 ,  7812410 ,7.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1c3 d5e4 c3e4 b8d7 g1f3 g8f6 e4f6 d7f6   ,   43 ,  1904110 ,33.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 d7d5 d2d4 d5e4 c3e4 b8d7 g1f3 g8f6 e4f6 d7f6   ,   43 ,  1904110 ,31.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 d7d5 e4e5 c7c5 c2c3 d5d4 d2d3 g8e7 g2g3 b8c6   ,   43 ,  1904110 ,15.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,h2h3 d7d5 e4d5 e6d5 d2d4 b8c6 g1f3 g8f6 b1c3 f8d6   ,   43 ,  1904110 ,5.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c3 d7d5 e4e5 d5d4 c3d4 b8c6 g1f3 g8e7 d4d5 e6d5   ,   43 ,  1904110 ,0.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 d7d5 d2d4 g8f6 c1g5 h7h6 g5f6 d8f6 e4d5 f8b4   ,   21 ,     7149 ,33.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1c3 g8f6 c1g5 h7h6 g5f6 d8f6 e4d5 f8b4   ,   21 ,     7149 ,31.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 b1c3 g8f6 c1g5 h7h6 g5f6 d8f6 e4d5 f8b4   ,   21 ,     7149 ,31.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 c2c4 d5c4   ,   21 ,     7149 ,13.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 c2c4 d5c4   ,   21 ,     7149 ,13.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,h2h3 d7d5 e4d5 e6d5 d2d4 f8d6 g1f3 g8e7 c2c4 c7c6   ,   21 ,     7149 ,9.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,h2h3 d7d5 e4d5 e6d5 d2d4 f8d6 g1f3 g8e7 c2c4 c7c6   ,   21 ,     7149 ,9.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f1e2 d7d5 e4d5 e6d5 d2d4 g8f6 g1f3 f8d6 c1g5 e8h8   ,   21 ,     7149 ,7.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f1e2 d7d5 e4d5 e6d5 d2d4 g8f6 g1f3 f8d6 c1g5 e8h8   ,   21 ,     7149 ,7.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 d7d5 d2d4 f8b4 e4e5 g8e7 g1f3 c7c5 a2a3 b4c3   ,   15 ,    21970 ,30.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 d7d5 e4e5 c7c5 c2c3 b8c6 g1f3 g8e7 f1d3 c5d4   ,   15 ,    21970 ,29.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 d7d5 e4d5 e6d5 d2d4 g8f6 f1d3 c7c5 e1h1 c5c4   ,   15 ,    21970 ,21.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c3 d7d5 e4e5 d5d4 c3d4 b8c6 g1f3 g8e7 d4d5 e7d5   ,   15 ,    21970 ,12.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d3 d7d5 g1f3 c7c5 e4d5 e6d5 d3d4 b8c6 f1b5 f8d6   ,   15 ,    21970 ,1.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,h2h3 d7d5 e4d5 e6d5 d2d4 g8f6 g1f3 f8d6 c2c4 e8h8   ,   15 ,    21970 ,0.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f1e2 d7d5 e4d5 e6d5 d2d4 g8f6 g1f3 f8d6 c1g5 e8h8   ,   15 ,    21970 ,0.0     ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g2g3 d7d5 e4e5 c7c5 g1f3 b8c6 c2c3 g8h6 d2d4 h6f5   ,   15 ,    21970 ,-4.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d1e2 c7c5 c2c3 b8c6 g2g3 g8f6 g1f3 d7d5 e4e5 f6d7   ,   15 ,    21970 ,-6.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,a2a4 d7d5 d2d3 c7c5 g1f3 b8c6 d1e2 g8e7 g2g3 h7h6   ,   15 ,    21970 ,-7.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f2f4 d7d5 e4e5 g8h6 g1f3 c7c5 c2c3 c8d7 f1d3 b8c6   ,   15 ,    21970 ,-9.0    ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c4 d7d5 e4d5 e6d5 d2d4 f8b4 b1c3 g8f6 g1f3 e8h8   ,   15 ,    21970 ,-10.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,a2a3 d7d5 e4d5 e6d5 d2d4 g8f6 b1c3 c7c6 f1d3 f8d6   ,   15 ,    21970 ,-10.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f1b5 a7a6 b5e2 d7d5 e4d5 e6d5 d2d4 g8f6 g1f3 h7h6   ,   15 ,    21970 ,-11.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f1d3 d7d5 c2c3 d5e4 d3e4 g8f6 e4c2 c7c5 g1f3 b8c6   ,   15 ,    21970 ,-11.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1e2 d7d5 e4d5 e6d5 d2d4 g8f6 b1c3 f8d6 c1f4 c7c6   ,   15 ,    21970 ,-17.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,e4e5 c7c5 g1f3 b8c6 c2c3 d7d6 e5d6 f8d6 d2d4 c5d4   ,   15 ,    21970 ,-18.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b2b3 d7d5 e4d5 e6d5 g1f3 f8d6 f1e2 g8f6 d2d4 e8h8   ,   15 ,    21970 ,-24.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,h2h4 d7d5 e4e5 c7c5 c2c3 d5d4 d2d3 b8c6 g1f3 g8e7   ,   15 ,    21970 ,-26.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1a3 d7d5 e4e5 f8a3 b2a3 g8e7 d2d4 c7c5 d1g4 e8h8   ,   15 ,    21970 ,-28.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d1f3 c7c5 f3e2 b8c6 g1f3 g8f6 g2g3 f8e7 d2d3 d7d5   ,   15 ,    21970 ,-34.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f1c4 d7d5 e4d5 e6d5 c4e2 d5d4 g1f3 g8f6 e1h1 f8e7   ,   15 ,    21970 ,-35.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1h3 d7d5 e4d5 e6d5 h3f4 g8f6 d2d4 f8d6 f1d3 e8h8   ,   15 ,    21970 ,-38.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d1g4 d7d5 d2d3 b8c6 c2c3 e6e5 g4e2 g8e7 g1f3 e7g6   ,   15 ,    21970 ,-42.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f2f3 d7d5 b1c3 d5d4 c3e2 g8f6 d2d3 e6e5 f3f4 e5f4   ,   15 ,    21970 ,-46.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d1h5 b8c6 c2c3 g8f6 h5e2 e6e5 g1f3 d7d5 d2d3 a7a5   ,   15 ,    21970 ,-46.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,e1e2 d7d5 d2d3 g8f6 b1d2 e6e5 e2e1 f8c5 e4d5 e8h8   ,   15 ,    21970 ,-77.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g2g4 d7d5 d2d3 b8c6 f1g2 g8e7 f2f4 e7g6 g1f3 h7h5   ,   15 ,    21970 ,-78.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b2b4 f8b4 c2c3 b4a5 d2d4 g8e7 g1f3 d7d5 d1a4 c7c6   ,   15 ,    21970 ,-88.0   ,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,f1a6 b8a6 d2d4 d7d5 b1c3 g8f6 e4e5 f6d7 g1f3 c7c5   ,   15 ,    21970 ,-465.0  ,
rnbqkb1r/p3pppp/2p2n2/1p6/P1pP4/1P2PN2/5PPP/RNBQKB1R b KQkq -         ,e7e6 a4b5 c6b5 b3c4 b5c4 f1c4 f8e7 e1h1 e8h8 c1a3   ,   29 ,    43659 ,45.0    ,
rnbqkb1r/p3pppp/2p2n2/1p6/P1pP4/1P2PN2/5PPP/RNBQKB1R b KQkq -         ,e7e6 b3c4 b5c4 f1c4 f8b4 b1d2 e8h8 e1h1 b8d7 a4a5   ,   27 ,    38999 ,39.0    ,
rnbqkb1r/p3pppp/2p2n2/1p6/P1pP4/1P2PN2/5PPP/RNBQKB1R b KQkq -         ,b5b4 f1c4 e7e6 b1d2 c8b7 f3e5 b8d7 c1b2 f8e7 d1f3   ,   27 ,    38999 ,52.0    ,
rnbqkb1r/p3pppp/2p2n2/1p6/P1pP4/1P2PN2/5PPP/RNBQKB1R b KQkq -         ,e7e6 b3c4 b5c4 f1c4 f8e7 e1h1 e8h8 b1d2 b8d7 c1b2   ,   25 ,   101727 ,40.0    ,
rnbqkb1r/p3pppp/2p2n2/1p6/P1pP4/1P2PN2/5PPP/RNBQKB1R b KQkq -         ,b5b4 f1c4 c8b7 f3e5 e7e6 b1d2 b8d7 c1b2 f8e7 d1f3   ,   25 ,   101727 ,59.0    ,
rnbqkb1r/p3pppp/2p2n2/1p6/P1pP4/1P2PN2/5PPP/RNBQKB1R b KQkq -         ,c4b3 a4b5 a7a5 d1b3 e7e6 f3e5 f6d7 e5c6 d8c7 d4d5   ,   25 ,   101727 ,60.0    ,
rnbqkb1r/p3pppp/2p2n2/1p6/P1pP4/1P2PN2/5PPP/RNBQKB1R b KQkq -         ,c8b7 b3c4 b5c4 f1c4 e7e6 d1b3 d8b6 b1d2 b8d7 e1h1   ,   25 ,   101727 ,63.0    ,
rnbqkb1r/p3pppp/2p2n2/1p6/P1pP4/1P2PN2/5PPP/RNBQKB1R b KQkq -         ,d8a5 c1d2 b5b4 f1c4 e7e6 e1h1 f8e7 f1e1 c8b7 e3e4   ,   25 ,   101727 ,70.0    ,
k7/8/1K6/1P6/8/8/8/8 b - -                                            ,a8b8 b6a6 b8c7 b5b6 c7c8 a6a7 c8d7 b6b7 d7e6 b7b8q  ,   99 ,   274075 ,        ,14.0
8/8/5p2/5kpp/3P4/1r4P1/3R1K1P/8 w - -                                 ,f2g2 b3b6 g2f3 b6a6 f3e3 a6a3 d2d3 a3a8 h2h3 a8a6   ,   57 ,    54769 ,0.0     ,
8/5b2/2Rr1k2/pB3p2/5P1p/P7/1P3KP1/8 b - -                             ,d6c6 b5c6 f7b3 c6d7 f6e7 d7f5 e7d6 f2g1 d6c5 g1h2   ,   33 ,   118841 ,570.0   ,
8/5b2/2Rr1k2/pB3p2/5P1p/P7/1P3KP1/8 b - -                             ,d6c6 b5c6 f7b3 f2g1 f6e6 g1h2 e6d6 c6e8 d6c5 h2h3   ,   29 ,   128121 ,531.0   ,
8/5b2/2Rr1k2/pB3p2/5P1p/P7/1P3KP1/8 b - -                             ,f6e6 c6d6 e6d6 b2b4 a5a4 b5a4 f7d5 a4d1 d5e6 a3a4   ,   29 ,   128121 ,567.0   ,
8/5b2/2Rr1k2/pB3p2/5P1p/P7/1P3KP1/8 b - -                             ,f6e7 c6d6 e7d6 b2b4 a5a4 b5a4 f7d5 a4d1 d5e6 a3a4   ,   29 ,   128121 ,573.0   ,
8/5b2/2Rr1k2/pB3p2/5P1p/P7/1P3KP1/8 b - -                             ,d6c6 b5c6 f7b3 c6d7 a5a4 f2g1 b3c2 g1h2 f6e7 d7c8   ,   25 ,   194548 ,530.0   ,
8/5b2/2Rr1k2/pB3p2/5P1p/P7/1P3KP1/8 b - -                             ,f6e7 c6d6 e7d6 b2b4 a5b4 a3b4 d6d5 f2e3 d5d6 b5a4   ,   25 ,   194548 ,596.0   ,
8/5b2/2Rr1k2/pB3p2/5P1p/P7/1P3KP1/8 b - -                             ,d6e6 c6e6 f7e6 b2b4 f6e7 b4a5 e7d6 b5e2 d6d5 a5a6   ,   25 ,   194548 ,628.0   ,
8/5b2/2Rr1k2/pB3p2/5P1p/P7/1P3KP1/8 b - -                             ,f6e6 b5c4 e6e7 c6d6 f7c4 d6d4 c4b3 f2g1 e7e6 g1h2   ,   25 ,   194548 ,656.0   ,
8/5b2/2Rr1k2/pB3p2/5P1p/P7/1P3KP1/8 b - -                             ,f7b3 c6d6 f6e7 d6a6 a5a4 b5a4 b3c4 a6a5 e7d6 a4c2   ,   25 ,   194548 ,845.0   ,
5bk1/5p2/5np1/1p2p2p/4P1P1/1P2BP1P/2P1K3/1rN4R b - -                  ,f8e7 h1e1 g8f8 c1d3 b1e1 e2e1 h5g4 h3g4 f6d7 e1d2   ,   20 ,     1503 ,167.0   ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,a5b3 a2b3 e6d5 e4d5 d8c7 g3f3 h8g8 f3g3 g8h8        ,   42 ,     5677 ,0.0     ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,a5b3 a2b3 e6d5 e4d5 d8d7 b3b4 c5b4 f4b4 e8e5 c3c4   ,   27 ,    49520 ,-1.0    ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,a8a7 a1d1 a5b3 a2b3 f7f6 g3d3 a6a5 b3b4 a5b4 c3b4   ,   27 ,    49520 ,41.0    ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,a5c6 a1d1 c5c4 b3c2 c6e5 f4d2 e6d5 d2d5 d8b6 g1f1   ,   27 ,    49520 ,48.0    ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,c5c4 b3c2 a5c6 a1d1 c6e5 f4d2 e6d5 d2d5 a8b8 d5d2   ,   27 ,    49520 ,51.0    ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,a5b3 a2b3 e6d5 e4d5 d8c7 g3f3 h8g8 f3g3             ,   21 ,    21153 ,0.0     ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,a8a7 a1d1 a5b3 a2b3 a7d7 b3b4 e6d5 d1d5 c5b4 c3b4   ,   21 ,    21153 ,41.0    ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,a5c6 a1d1 a8a7 d5e3 c6e5 b3e6 f7e6 e3g4 a7f7 f4c1   ,   21 ,    21153 ,48.0    ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,a8b8 a1d1 a5b3 a2b3 f7f6 b3b4 e6d5 d1d5 c5b4 d5d6   ,   21 ,    21153 ,48.0    ,
r2qr2k/5pp1/p2pb2p/nppN4/4PQ2/1BP3RP/PP3PP1/R5K1 b - -                ,e8g8 a1d1 a5b3 a2b3 a6a5 b3b4 a5b4 c3b4 a8a6 b2b3   ,   21 ,    21153 ,60.0    ,
B3Q3/6pk/5p1p/5P1K/6PP/1q6/8/8 w - -                                  ,a8c6 b3c4 c6d7 c4g8 e8e7 g8b3 d7e8 b3c4 e8g6 h7h8   ,   99 ,     6341 ,        ,11.0
B3Q3/6pk/5p1p/5P1K/6PP/1q6/8/8 w - -                                  ,a8c6 b3c4 c6d7 c4g8 e8e7 g8b3 d7e8 b3c4 e8g6 h7h8   ,   83 ,   167639 ,        ,11.0
B3Q3/6pk/5p1p/5P1K/6PP/1q6/8/8 w - -                                  ,e8d7 b3b8 a8d5 b8h8 d7e7 h8b8 d5f7 b8c8 f7e8 c8c4   ,   83 ,   167639 ,        ,12.0
B3Q3/6pk/5p1p/5P1K/6PP/1q6/8/8 w - -                                  ,a8e4 b3g8 e8d7 g8b8 e4d5 b8h8 d7e7 h8b8 d5f7 b8c8   ,   83 ,   167639 ,        ,13.0
B3Q3/6pk/5p1p/5P1K/6PP/1q6/8/8 w - -                                  ,a8c6 b3g8 e8g8 h7g8 c6d5 g8f8 h5g6 f8e7 g6g7 e7d6   ,   60 ,    30273 ,        ,19.0
B3Q3/6pk/5p1p/5P1K/6PP/1q6/8/8 w - -                                  ,a8h1 b3c4 h1c6 c4g8 e8g8 h7g8 c6d5 g8f8 h5g6 f8e7   ,   60 ,    30273 ,        ,20.0
B3Q3/6pk/5p1p/5P1K/6PP/1q6/8/8 w - -                                  ,a8g2 b3c4 g2c6 c4g8 e8g8 h7g8 c6d5 g8f8 h5g6 f8e7   ,   60 ,    30273 ,        ,20.0
B3Q3/6pk/5p1p/5P1K/6PP/1q6/8/8 w - -                                  ,a8e4 b3c4 e4c6 c4g8 e8g8 h7g8 c6d5 g8f8 h5g6 f8e7   ,   60 ,    30273 ,        ,20.0
B3Q3/6pk/5p1p/5P1K/6PP/1q6/8/8 w - -                                  ,e8g6 h7h8 g6e8 h8h7 a8c6 b3g8 e8g8 h7g8 c6d5 g8f8   ,   60 ,    30273 ,        ,21.0
8/8/8/2N5/8/K3k3/5p2/8 w - -                                          ,a3b4 f2f1q c5b3 f1a6 b3c5 a6f6 b4c4 f6c6 c4b4 e3d4  ,   48 ,    10905 ,        ,-13.0
8/8/8/2N5/8/K3k3/5p2/8 w - -                                          ,c5b3 f2f1q a3b4 f1a6 b3c5 a6f6 b4c4 f6c6 c4b4 e3d4  ,   48 ,    10905 ,        ,-13.0
8/8/8/2N5/8/K3k3/5p2/8 w - -                                          ,a3b2 f2f1q b2c3 f1f6 c3c4 f6c6 c4b4 e3d4 c5b3 d4d5  ,   48 ,    10905 ,        ,-12.0
8/8/8/2N5/8/K3k3/5p2/8 w - -                                          ,a3b3 f2f1q b3c3 f1f6 c3c4 f6c6 c4b4 e3d4 c5b3 d4d5  ,   48 ,    10905 ,        ,-12.0
8/8/8/2N5/8/K3k3/5p2/8 w - -                                          ,a3a4 f2f1q a4b4 f1f6 b4c4 f6c6 c4b4 e3d4 c5b3 d4d5  ,   48 ,    10905 ,        ,-12.0
8/2k5/8/3pK3/3P4/8/8/8 w - -                                          ,e5f6 c7d6 f6g5 d6c7 g5g4 c7b6 g4f4 b6c6 f4e5 c6c7   ,   75 ,     4286 ,0.0     ,
8/2k5/8/3pK3/3P4/8/8/8 w - -                                          ,e5d5 c7d7 d5e5 d7e7 d4d5 e7d7 d5d6 d7d8 e5d5 d8d7   ,   62 ,    71937 ,0.0     ,
8/2k5/8/3pK3/3P4/8/8/8 w - -                                          ,e5f6 c7d7 f6g5 d7c7 g5g6 c7c6 g6f5 c6c7             ,   62 ,    71937 ,0.0     ,
8/2k5/8/3pK3/3P4/8/8/8 w - -                                          ,e5e6 c7c6 e6e5 c6c7 e5d5 c7d7 d5e5 d7e7 d4d5 e7d7   ,   62 ,    71937 ,0.0     ,
8/2k5/8/3pK3/3P4/8/8/8 w - -                                          ,e5d5 c7d7 d5e5 d7e7 d4d5 e7d7 d5d6 d7d8 e5e6 d8e8   ,   60 ,    44823 ,0.0     ,
8/2k5/8/3pK3/3P4/8/8/8 w - -                                          ,e5f5 c7d6 f5f6 d6d7 f6e5 d7e7 e5d5 e7d7 d5e5 d7e7   ,   60 ,    44823 ,0.0     ,
